SO HD,NGAY,MA KH,TEN KH,MÃ NV,GHI CHU,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,VAT,NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG
25110008244,03/11/2025,COOP_RMIEU,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP RACH MIEU,COOP MART
25110008684,17/11/2025,COOP_RMIEU,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP RACH MIEU,COOP MART
25110008244,03/11/2025,COOP_RMIEU,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP RACH MIEU,COOP MART
25110008684,17/11/2025,COOP_RMIEU,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP RACH MIEU,COOP MART
25110008815,20/11/2025,COOP_RGIA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP RACH GIA KIEN GIANG,COOP MART
25110008566,12/11/2025,COOP_QNHON,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),120,36000,4320000,4752000,BAKING SODA,COOP QUY NHON,COOP MART
25110008706,17/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP QUANG TRUNG,COOP MART
25110008373,06/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP QUANG TRUNG,COOP MART
25110008793,19/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP QUANG TRUNG,COOP MART
25110008544,12/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),10,18000,180000,198000.00000000003,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008544,12/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),10,39000,390000,429000.00000000006,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008289,04/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,18000,180000,198000.00000000003,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008544,12/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,18000,180000,198000.00000000003,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008289,04/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,13860,277200,304920,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008544,12/11/2025,COOP_COSA,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),10,15400,154000,169400,FUJITSU,COOP QUANG TRUNG,COOP MART
25110008615,13/11/2025,COOP_QTRI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),120,36000,4320000,4752000,BAKING SODA,COOP QUANG TRI,COOP MART
25110008783,19/11/2025,COOP_QNGAI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP QUANG NGAI,COOP MART
25110008806,20/11/2025,COOP_QNGAI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP QUANG NGAI,COOP MART
25110008806,20/11/2025,COOP_QNGAI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP QUANG NGAI,COOP MART
25110008331,05/11/2025,COOP_QBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP QUANG BINH,COOP MART
25110008881,24/11/2025,COOP_QBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP QUANG BINH,COOP MART
25110008331,05/11/2025,COOP_QBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP QUANG BINH,COOP MART
25110008881,24/11/2025,COOP_QBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP QUANG BINH,COOP MART
25110008374,06/11/2025,COOP_PTHO,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,36000,432000,475200.00000000006,BAKING SODA,COOP PHU THO 1,COOP MART
25110008374,06/11/2025,COOP_PTHO,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP PHU THO 1,COOP MART
25110008303,05/11/2025,COOP_PLAM,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP PHU LAM,COOP MART
25110008194,01/11/2025,COOP_PVTRI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP PHAN VAN TRI,COOP MART
25110008837,21/11/2025,COOP_PVTRI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP PHAN VAN TRI,COOP MART
25110008837,21/11/2025,COOP_PVTRI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP PHAN VAN TRI,COOP MART
25110008755,19/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008479,10/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008587,12/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008728,18/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008479,10/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),150,13000,1950000,2145000,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008587,12/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008728,18/11/2025,COOP_PTHIET,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP PHAN THIET ,COOP MART
25110008478,10/11/2025,COOP_PLK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP PLEIKU,COOP MART
25110008478,10/11/2025,COOP_PLK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP PLEIKU,COOP MART
25110008604,13/11/2025,COOP_PLK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP PLEIKU,COOP MART
25110008240,03/11/2025,COOP_PLK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2340002,Muối Nổi Rửa Rau Quả Baking Soda 340g (6592),12,78000,936000,1029600.0000000001,BAKING SODA,COOP PLEIKU,COOP MART
25110008687,17/11/2025,COOP_NLOC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP NHIEU LOC,COOP MART
25110008381,06/11/2025,COOP_NLOC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP NHIEU LOC,COOP MART
25110008490,10/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NHA TRANG,COOP MART
25110008981,27/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP NHA TRANG,COOP MART
25110008981,27/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP NHA TRANG,COOP MART
25110008673,17/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),20,18000,360000,396000.00000000006,FUJITSU,COOP NHA TRANG,COOP MART
25110008673,17/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,13860,277200,304920,FUJITSU,COOP NHA TRANG,COOP MART
25110008673,17/11/2025,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),20,15400,308000,338800,FUJITSU,COOP NHA TRANG,COOP MART
25110008276,04/11/2025,COOP_NLB,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NGUYEN LUONG BANG,COOP MART
25110008239,03/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008852,22/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008239,03/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008852,22/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008683,17/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008193,01/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008683,17/11/2025,COOP_PNHUAN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP NGUYEN KIEM,COOP MART
25110008519,11/11/2025,COOP_NDC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NGUYEN DINH CHIEU,COOP MART
25110008987,27/11/2025,COOP_NDC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NGUYEN DINH CHIEU,COOP MART
25110008595,13/11/2025,COOP_NDC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP NGUYEN DINH CHIEU,COOP MART
25110009017,28/11/2025,COOP_NDC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP NGUYEN DINH CHIEU,COOP MART
25110008884,25/11/2025,COOP_NBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,36000,432000,475200.00000000006,BAKING SODA,COOP NGUYEN BINH,COOP MART
25110008884,25/11/2025,COOP_NBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),15,13000,195000,214500.00000000003,BAKING SODA,COOP NGUYEN BINH,COOP MART
25110008471,10/11/2025,COOP_TMTAY,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP NGUYEN ANH THU,COOP MART
25110008471,10/11/2025,COOP_TMTAY,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),100,13000,1300000,1430000,BAKING SODA,COOP NGUYEN ANH THU,COOP MART
25110008653,15/11/2025,COOP_MTHO,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP MY THO TIEN GIANG,COOP MART
25110008433,08/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008888,25/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008433,08/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310008,Bột Đa Năng Baking Soda 2.1kg - Scratchless Cleaning (2970),6,145000,870000,957000.0000000001,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008888,25/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310008,Bột Đa Năng Baking Soda 2.1kg - Scratchless Cleaning (2970),3,145000,435000,478500.00000000006,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008492,10/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008709,18/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008228,03/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008709,18/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008888,25/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2340002,Muối Nổi Rửa Rau Quả Baking Soda 340g (6592),6,78000,468000,514800.00000000006,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008433,08/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2360001,Bột Khử Mùi Baking Soda 340g - Fresh-N-Natural (4604),24,42000,1008000,1108800,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008888,25/11/2025,COOP_LBINH,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2360001,Bột Khử Mùi Baking Soda 340g - Fresh-N-Natural (4604),12,42000,504000,554400,BAKING SODA,COOP MART LONG BINH,COOP MART
25110008864,24/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008864,24/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008517,11/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008820,20/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008964,26/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008820,20/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008964,26/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP LY THUONG KIET,COOP MART
25110008977,27/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,COOP LY THUONG KIET,COOP MART
25110008455,10/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,15400,462000,508200.00000000006,FUJITSU,COOP LY THUONG KIET,COOP MART
25110008977,27/11/2025,COOP_LTK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),50,15400,770000,847000.0000000001,FUJITSU,COOP LY THUONG KIET,COOP MART
25110008685,17/11/2025,COOP_AUC_LBIEN,Liên Hiệp HTX Thương Mại TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),15,39000,585000,643500,FUJITSU,COOP LONG BIEN,COOP MART
25110008685,17/11/2025,COOP_AUC_LBIEN,Liên Hiệp HTX Thương Mại TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),10,13860,138600,152460,FUJITSU,COOP LONG BIEN,COOP MART
25110008306,05/11/2025,COOP_KTUM,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP KONTUM,COOP MART
25110008880,24/11/2025,COOP_KTUM,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP KONTUM,COOP MART
25110008805,20/11/2025,COOP_KTUM,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP KONTUM,COOP MART
25110008880,24/11/2025,COOP_KTUM,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,COOP KONTUM,COOP MART
25110008542,12/11/2025,COOP_HUE,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,COOP HUE,COOP MART
25110008234,03/11/2025,COOP_HUE,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2320004,Muối Nổi Baking Soda 100g - Fresh Box (5854),50,13000,650000,715000,BAKING SODA,COOP HUE,COOP MART
25110008192,01/11/2025,COOP_HUE,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),10,18000,180000,198000.00000000003,FUJITSU,COOP HUE,COOP MART
25110008192,01/11/2025,COOP_HUE,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,18000,180000,198000.00000000003,FUJITSU,COOP HUE,COOP MART
25110008192,01/11/2025,COOP_HUE,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),10,13860,138600,152460,FUJITSU,COOP HUE,COOP MART
